,Entity,Code,Year,"Suicide mortality rate (per 100,000 population)",Continent,Continent_Country
3000,Tanzania,TZA,2000,8.9,Africa,Africa_Tanzania
3001,Tanzania,TZA,2001,7.9,Africa,Africa_Tanzania
3002,Tanzania,TZA,2002,7,Africa,Africa_Tanzania
3003,Tanzania,TZA,2003,6.4,Africa,Africa_Tanzania
3004,Tanzania,TZA,2004,5.8,Africa,Africa_Tanzania
3005,Tanzania,TZA,2005,5.4,Africa,Africa_Tanzania
3006,Tanzania,TZA,2006,5.3,Africa,Africa_Tanzania
3007,Tanzania,TZA,2007,5.4,Africa,Africa_Tanzania
3008,Tanzania,TZA,2008,5.8,Africa,Africa_Tanzania
3009,Tanzania,TZA,2009,5.5,Africa,Africa_Tanzania
3010,Tanzania,TZA,2010,5,Africa,Africa_Tanzania
3011,Tanzania,TZA,2011,4.8,Africa,Africa_Tanzania
3012,Tanzania,TZA,2012,4.3,Africa,Africa_Tanzania
3013,Tanzania,TZA,2013,4.4,Africa,Africa_Tanzania
3014,Tanzania,TZA,2014,4.2,Africa,Africa_Tanzania
3015,Tanzania,TZA,2015,4.2,Africa,Africa_Tanzania
3016,Tanzania,TZA,2016,4.2,Africa,Africa_Tanzania
3017,Tanzania,TZA,2017,4.2,Africa,Africa_Tanzania
3018,Tanzania,TZA,2018,4.2,Africa,Africa_Tanzania
3019,Tanzania,TZA,2019,4.3,Africa,Africa_Tanzania
3040,Togo,TGO,2000,10,Africa,Africa_Togo
3041,Togo,TGO,2001,10.3,Africa,Africa_Togo
3042,Togo,TGO,2002,10.4,Africa,Africa_Togo
3043,Togo,TGO,2003,10.7,Africa,Africa_Togo
3044,Togo,TGO,2004,10.8,Africa,Africa_Togo
3045,Togo,TGO,2005,10.7,Africa,Africa_Togo
3046,Togo,TGO,2006,11,Africa,Africa_Togo
3047,Togo,TGO,2007,10.9,Africa,Africa_Togo
3048,Togo,TGO,2008,10.8,Africa,Africa_Togo
3049,Togo,TGO,2009,10.5,Africa,Africa_Togo
3050,Togo,TGO,2010,10.4,Africa,Africa_Togo
3051,Togo,TGO,2011,10.4,Africa,Africa_Togo
3052,Togo,TGO,2012,10.4,Africa,Africa_Togo
3053,Togo,TGO,2013,10.3,Africa,Africa_Togo
3054,Togo,TGO,2014,10.1,Africa,Africa_Togo
3055,Togo,TGO,2015,9.7,Africa,Africa_Togo
3056,Togo,TGO,2016,9.3,Africa,Africa_Togo
3057,Togo,TGO,2017,9,Africa,Africa_Togo
3058,Togo,TGO,2018,8.7,Africa,Africa_Togo
3059,Togo,TGO,2019,8.8,Africa,Africa_Togo
3100,Tunisia,TUN,2000,3.7,Africa,Africa_Tunisia
3101,Tunisia,TUN,2001,3.7,Africa,Africa_Tunisia
3102,Tunisia,TUN,2002,3.8,Africa,Africa_Tunisia
3103,Tunisia,TUN,2003,3.8,Africa,Africa_Tunisia
3104,Tunisia,TUN,2004,3.7,Africa,Africa_Tunisia
3105,Tunisia,TUN,2005,3.7,Africa,Africa_Tunisia
3106,Tunisia,TUN,2006,3.7,Africa,Africa_Tunisia
3107,Tunisia,TUN,2007,3.6,Africa,Africa_Tunisia
3108,Tunisia,TUN,2008,3.5,Africa,Africa_Tunisia
3109,Tunisia,TUN,2009,3.5,Africa,Africa_Tunisia
3110,Tunisia,TUN,2010,3.5,Africa,Africa_Tunisia
3111,Tunisia,TUN,2011,3.4,Africa,Africa_Tunisia
3112,Tunisia,TUN,2012,3.4,Africa,Africa_Tunisia
3113,Tunisia,TUN,2013,3.3,Africa,Africa_Tunisia
3114,Tunisia,TUN,2014,3.2,Africa,Africa_Tunisia
3115,Tunisia,TUN,2015,3.1,Africa,Africa_Tunisia
3116,Tunisia,TUN,2016,3.1,Africa,Africa_Tunisia
3117,Tunisia,TUN,2017,3.1,Africa,Africa_Tunisia
3118,Tunisia,TUN,2018,3.2,Africa,Africa_Tunisia
3119,Tunisia,TUN,2019,3.3,Africa,Africa_Tunisia
3160,Uganda,UGA,2000,10.2,Africa,Africa_Uganda
3161,Uganda,UGA,2001,9.8,Africa,Africa_Uganda
3162,Uganda,UGA,2002,9.4,Africa,Africa_Uganda
3163,Uganda,UGA,2003,9.4,Africa,Africa_Uganda
3164,Uganda,UGA,2004,9.5,Africa,Africa_Uganda
3165,Uganda,UGA,2005,9.7,Africa,Africa_Uganda
3166,Uganda,UGA,2006,9.4,Africa,Africa_Uganda
3167,Uganda,UGA,2007,8,Africa,Africa_Uganda
3168,Uganda,UGA,2008,7.1,Africa,Africa_Uganda
3169,Uganda,UGA,2009,6.8,Africa,Africa_Uganda
3170,Uganda,UGA,2010,6.3,Africa,Africa_Uganda
3171,Uganda,UGA,2011,6.3,Africa,Africa_Uganda
3172,Uganda,UGA,2012,5.7,Africa,Africa_Uganda
3173,Uganda,UGA,2013,5.2,Africa,Africa_Uganda
3174,Uganda,UGA,2014,4.8,Africa,Africa_Uganda
3175,Uganda,UGA,2015,4.7,Africa,Africa_Uganda
3176,Uganda,UGA,2016,4.7,Africa,Africa_Uganda
3177,Uganda,UGA,2017,4.4,Africa,Africa_Uganda
3178,Uganda,UGA,2018,4.4,Africa,Africa_Uganda
3179,Uganda,UGA,2019,4.6,Africa,Africa_Uganda
3360,Zambia,ZMB,2000,13.3,Africa,Africa_Zambia
3361,Zambia,ZMB,2001,12.4,Africa,Africa_Zambia
3362,Zambia,ZMB,2002,12.1,Africa,Africa_Zambia
3363,Zambia,ZMB,2003,11.6,Africa,Africa_Zambia
3364,Zambia,ZMB,2004,12.2,Africa,Africa_Zambia
3365,Zambia,ZMB,2005,11.9,Africa,Africa_Zambia
3366,Zambia,ZMB,2006,11.7,Africa,Africa_Zambia
3367,Zambia,ZMB,2007,10.3,Africa,Africa_Zambia
3368,Zambia,ZMB,2008,9.7,Africa,Africa_Zambia
3369,Zambia,ZMB,2009,9.8,Africa,Africa_Zambia
3370,Zambia,ZMB,2010,10.1,Africa,Africa_Zambia
3371,Zambia,ZMB,2011,10.3,Africa,Africa_Zambia
3372,Zambia,ZMB,2012,9.4,Africa,Africa_Zambia
3373,Zambia,ZMB,2013,9.1,Africa,Africa_Zambia
3374,Zambia,ZMB,2014,9,Africa,Africa_Zambia
3375,Zambia,ZMB,2015,8.7,Africa,Africa_Zambia
3376,Zambia,ZMB,2016,8.5,Africa,Africa_Zambia
3377,Zambia,ZMB,2017,8.5,Africa,Africa_Zambia
3378,Zambia,ZMB,2018,8.1,Africa,Africa_Zambia
3379,Zambia,ZMB,2019,7.3,Africa,Africa_Zambia
3380,Zimbabwe,ZWE,2000,13.3,Africa,Africa_Zimbabwe
3381,Zimbabwe,ZWE,2001,12.8,Africa,Africa_Zimbabwe
3382,Zimbabwe,ZWE,2002,13.4,Africa,Africa_Zimbabwe
3383,Zimbabwe,ZWE,2003,13.2,Africa,Africa_Zimbabwe
3384,Zimbabwe,ZWE,2004,14.2,Africa,Africa_Zimbabwe
3385,Zimbabwe,ZWE,2005,14,Africa,Africa_Zimbabwe
3386,Zimbabwe,ZWE,2006,14.4,Africa,Africa_Zimbabwe
3387,Zimbabwe,ZWE,2007,17.2,Africa,Africa_Zimbabwe
3388,Zimbabwe,ZWE,2008,20.1,Africa,Africa_Zimbabwe
3389,Zimbabwe,ZWE,2009,22.2,Africa,Africa_Zimbabwe
3390,Zimbabwe,ZWE,2010,21.5,Africa,Africa_Zimbabwe
3391,Zimbabwe,ZWE,2011,20.7,Africa,Africa_Zimbabwe
3392,Zimbabwe,ZWE,2012,19.7,Africa,Africa_Zimbabwe
3393,Zimbabwe,ZWE,2013,18.6,Africa,Africa_Zimbabwe
3394,Zimbabwe,ZWE,2014,18.2,Africa,Africa_Zimbabwe
3395,Zimbabwe,ZWE,2015,18,Africa,Africa_Zimbabwe
3396,Zimbabwe,ZWE,2016,16.8,Africa,Africa_Zimbabwe
3397,Zimbabwe,ZWE,2017,15,Africa,Africa_Zimbabwe
3398,Zimbabwe,ZWE,2018,14,Africa,Africa_Zimbabwe
3399,Zimbabwe,ZWE,2019,14.1,Africa,Africa_Zimbabwe
0,Afghanistan,AFG,2000,4.9,Asia,Asia_Afghanistan
1,Afghanistan,AFG,2001,5,Asia,Asia_Afghanistan
2,Afghanistan,AFG,2002,5,Asia,Asia_Afghanistan
3,Afghanistan,AFG,2003,5,Asia,Asia_Afghanistan
4,Afghanistan,AFG,2004,5,Asia,Asia_Afghanistan
5,Afghanistan,AFG,2005,5,Asia,Asia_Afghanistan
6,Afghanistan,AFG,2006,4.9,Asia,Asia_Afghanistan
7,Afghanistan,AFG,2007,4.8,Asia,Asia_Afghanistan
8,Afghanistan,AFG,2008,4.6,Asia,Asia_Afghanistan
9,Afghanistan,AFG,2009,4.4,Asia,Asia_Afghanistan
10,Afghanistan,AFG,2010,4.3,Asia,Asia_Afghanistan
11,Afghanistan,AFG,2011,4.1,Asia,Asia_Afghanistan
12,Afghanistan,AFG,2012,4,Asia,Asia_Afghanistan
13,Afghanistan,AFG,2013,4,Asia,Asia_Afghanistan
14,Afghanistan,AFG,2014,3.9,Asia,Asia_Afghanistan
15,Afghanistan,AFG,2015,4,Asia,Asia_Afghanistan
16,Afghanistan,AFG,2016,4,Asia,Asia_Afghanistan
17,Afghanistan,AFG,2017,4.1,Asia,Asia_Afghanistan
18,Afghanistan,AFG,2018,4.1,Asia,Asia_Afghanistan
19,Afghanistan,AFG,2019,4.1,Asia,Asia_Afghanistan
220,Bahrain,BHR,2000,6.6,Asia,Asia_Bahrain
221,Bahrain,BHR,2001,8.8,Asia,Asia_Bahrain
222,Bahrain,BHR,2002,9.2,Asia,Asia_Bahrain
223,Bahrain,BHR,2003,10.2,Asia,Asia_Bahrain
224,Bahrain,BHR,2004,10.2,Asia,Asia_Bahrain
225,Bahrain,BHR,2005,10.3,Asia,Asia_Bahrain
226,Bahrain,BHR,2006,8.2,Asia,Asia_Bahrain
227,Bahrain,BHR,2007,9.6,Asia,Asia_Bahrain
228,Bahrain,BHR,2008,9.2,Asia,Asia_Bahrain
229,Bahrain,BHR,2009,8.6,Asia,Asia_Bahrain
230,Bahrain,BHR,2010,8.2,Asia,Asia_Bahrain
231,Bahrain,BHR,2011,7.9,Asia,Asia_Bahrain
232,Bahrain,BHR,2012,7.4,Asia,Asia_Bahrain
233,Bahrain,BHR,2013,7.1,Asia,Asia_Bahrain
234,Bahrain,BHR,2014,7.4,Asia,Asia_Bahrain
235,Bahrain,BHR,2015,7.4,Asia,Asia_Bahrain
236,Bahrain,BHR,2016,7.7,Asia,Asia_Bahrain
237,Bahrain,BHR,2017,8.1,Asia,Asia_Bahrain
238,Bahrain,BHR,2018,8.6,Asia,Asia_Bahrain
239,Bahrain,BHR,2019,8.9,Asia,Asia_Bahrain
240,Bangladesh,BGD,2000,6,Asia,Asia_Bangladesh
241,Bangladesh,BGD,2001,5.7,Asia,Asia_Bangladesh
242,Bangladesh,BGD,2002,5.3,Asia,Asia_Bangladesh
243,Bangladesh,BGD,2003,5.1,Asia,Asia_Bangladesh
244,Bangladesh,BGD,2004,4.9,Asia,Asia_Bangladesh
245,Bangladesh,BGD,2005,4.9,Asia,Asia_Bangladesh
246,Bangladesh,BGD,2006,5,Asia,Asia_Bangladesh
247,Bangladesh,BGD,2007,4.9,Asia,Asia_Bangladesh
248,Bangladesh,BGD,2008,4.7,Asia,Asia_Bangladesh
249,Bangladesh,BGD,2009,4.6,Asia,Asia_Bangladesh
250,Bangladesh,BGD,2010,4.4,Asia,Asia_Bangladesh
251,Bangladesh,BGD,2011,4,Asia,Asia_Bangladesh
252,Bangladesh,BGD,2012,3.7,Asia,Asia_Bangladesh
253,Bangladesh,BGD,2013,3.5,Asia,Asia_Bangladesh
254,Bangladesh,BGD,2014,3.5,Asia,Asia_Bangladesh
255,Bangladesh,BGD,2015,3.4,Asia,Asia_Bangladesh
256,Bangladesh,BGD,2016,3.4,Asia,Asia_Bangladesh
257,Bangladesh,BGD,2017,3.5,Asia,Asia_Bangladesh
258,Bangladesh,BGD,2018,3.6,Asia,Asia_Bangladesh
259,Bangladesh,BGD,2019,3.7,Asia,Asia_Bangladesh
360,Bhutan,BTN,2000,4.8,Asia,Asia_Bhutan
361,Bhutan,BTN,2001,4.9,Asia,Asia_Bhutan
362,Bhutan,BTN,2002,4.7,Asia,Asia_Bhutan
363,Bhutan,BTN,2003,4.6,Asia,Asia_Bhutan
364,Bhutan,BTN,2004,4.5,Asia,Asia_Bhutan
365,Bhutan,BTN,2005,4.5,Asia,Asia_Bhutan
366,Bhutan,BTN,2006,4.5,Asia,Asia_Bhutan
367,Bhutan,BTN,2007,4.4,Asia,Asia_Bhutan
368,Bhutan,BTN,2008,4.3,Asia,Asia_Bhutan
369,Bhutan,BTN,2009,4.3,Asia,Asia_Bhutan
370,Bhutan,BTN,2010,4.2,Asia,Asia_Bhutan
371,Bhutan,BTN,2011,4.3,Asia,Asia_Bhutan
372,Bhutan,BTN,2012,4.3,Asia,Asia_Bhutan
373,Bhutan,BTN,2013,4.4,Asia,Asia_Bhutan
374,Bhutan,BTN,2014,4.4,Asia,Asia_Bhutan
375,Bhutan,BTN,2015,4.5,Asia,Asia_Bhutan
376,Bhutan,BTN,2016,4.5,Asia,Asia_Bhutan
377,Bhutan,BTN,2017,4.6,Asia,Asia_Bhutan
378,Bhutan,BTN,2018,4.6,Asia,Asia_Bhutan
379,Bhutan,BTN,2019,4.6,Asia,Asia_Bhutan
460,Brunei,BRN,2000,1.9,Asia,Asia_Brunei
461,Brunei,BRN,2001,1.3,Asia,Asia_Brunei
462,Brunei,BRN,2002,1.6,Asia,Asia_Brunei
463,Brunei,BRN,2003,1.6,Asia,Asia_Brunei
464,Brunei,BRN,2004,1.9,Asia,Asia_Brunei
465,Brunei,BRN,2005,2.2,Asia,Asia_Brunei
466,Brunei,BRN,2006,2.9,Asia,Asia_Brunei
467,Brunei,BRN,2007,2.6,Asia,Asia_Brunei
468,Brunei,BRN,2008,2.1,Asia,Asia_Brunei
469,Brunei,BRN,2009,1.8,Asia,Asia_Brunei
470,Brunei,BRN,2010,1.3,Asia,Asia_Brunei
471,Brunei,BRN,2011,1.9,Asia,Asia_Brunei
472,Brunei,BRN,2012,2.1,Asia,Asia_Brunei
473,Brunei,BRN,2013,1.8,Asia,Asia_Brunei
474,Brunei,BRN,2014,1.8,Asia,Asia_Brunei
475,Brunei,BRN,2015,1.9,Asia,Asia_Brunei
476,Brunei,BRN,2016,2.6,Asia,Asia_Brunei
477,Brunei,BRN,2017,3.3,Asia,Asia_Brunei
478,Brunei,BRN,2018,3.1,Asia,Asia_Brunei
479,Brunei,BRN,2019,2.7,Asia,Asia_Brunei
520,Cambodia,KHM,2000,5,Asia,Asia_Cambodia
521,Cambodia,KHM,2001,5.1,Asia,Asia_Cambodia
522,Cambodia,KHM,2002,5.1,Asia,Asia_Cambodia
523,Cambodia,KHM,2003,5.1,Asia,Asia_Cambodia
524,Cambodia,KHM,2004,5.3,Asia,Asia_Cambodia
525,Cambodia,KHM,2005,5.5,Asia,Asia_Cambodia
526,Cambodia,KHM,2006,5.7,Asia,Asia_Cambodia
527,Cambodia,KHM,2007,5.7,Asia,Asia_Cambodia
528,Cambodia,KHM,2008,5.6,Asia,Asia_Cambodia
529,Cambodia,KHM,2009,5.4,Asia,Asia_Cambodia
530,Cambodia,KHM,2010,5.4,Asia,Asia_Cambodia
531,Cambodia,KHM,2011,5.3,Asia,Asia_Cambodia
532,Cambodia,KHM,2012,5.2,Asia,Asia_Cambodia
533,Cambodia,KHM,2013,5.2,Asia,Asia_Cambodia
534,Cambodia,KHM,2014,5.1,Asia,Asia_Cambodia
535,Cambodia,KHM,2015,5.1,Asia,Asia_Cambodia
536,Cambodia,KHM,2016,5.1,Asia,Asia_Cambodia
537,Cambodia,KHM,2017,5,Asia,Asia_Cambodia
538,Cambodia,KHM,2018,4.9,Asia,Asia_Cambodia
539,Cambodia,KHM,2019,4.9,Asia,Asia_Cambodia
660,China,CHN,2000,14.3,Asia,Asia_China
661,China,CHN,2001,12.9,Asia,Asia_China
662,China,CHN,2002,12.2,Asia,Asia_China
663,China,CHN,2003,12.8,Asia,Asia_China
664,China,CHN,2004,13.3,Asia,Asia_China
665,China,CHN,2005,12.9,Asia,Asia_China
666,China,CHN,2006,12.1,Asia,Asia_China
667,China,CHN,2007,11.5,Asia,Asia_China
668,China,CHN,2008,11.1,Asia,Asia_China
669,China,CHN,2009,10.7,Asia,Asia_China
670,China,CHN,2010,10.2,Asia,Asia_China
671,China,CHN,2011,9.6,Asia,Asia_China
672,China,CHN,2012,9,Asia,Asia_China
673,China,CHN,2013,8.6,Asia,Asia_China
674,China,CHN,2014,8.4,Asia,Asia_China
675,China,CHN,2015,8.1,Asia,Asia_China
676,China,CHN,2016,8.2,Asia,Asia_China
677,China,CHN,2017,8.1,Asia,Asia_China
678,China,CHN,2018,8.1,Asia,Asia_China
679,China,CHN,2019,8.1,Asia,Asia_China
1380,India,IND,2000,17,Asia,Asia_India
1381,India,IND,2001,16.6,Asia,Asia_India
1382,India,IND,2002,16.1,Asia,Asia_India
1383,India,IND,2003,15.3,Asia,Asia_India
1384,India,IND,2004,15.2,Asia,Asia_India
1385,India,IND,2005,15.5,Asia,Asia_India
1386,India,IND,2006,15.6,Asia,Asia_India
1387,India,IND,2007,15.3,Asia,Asia_India
1388,India,IND,2008,15.1,Asia,Asia_India
1389,India,IND,2009,14.5,Asia,Asia_India
1390,India,IND,2010,14.6,Asia,Asia_India
1391,India,IND,2011,14.7,Asia,Asia_India
1392,India,IND,2012,14.3,Asia,Asia_India
1393,India,IND,2013,13.7,Asia,Asia_India
1394,India,IND,2014,12.8,Asia,Asia_India
1395,India,IND,2015,12.3,Asia,Asia_India
1396,India,IND,2016,12.1,Asia,Asia_India
1397,India,IND,2017,12,Asia,Asia_India
1398,India,IND,2018,12.6,Asia,Asia_India
1399,India,IND,2019,12.7,Asia,Asia_India
1400,Indonesia,IDN,2000,3.5,Asia,Asia_Indonesia
1401,Indonesia,IDN,2001,3.4,Asia,Asia_Indonesia
1402,Indonesia,IDN,2002,3.3,Asia,Asia_Indonesia
1403,Indonesia,IDN,2003,3.2,Asia,Asia_Indonesia
1404,Indonesia,IDN,2004,3.2,Asia,Asia_Indonesia
1405,Indonesia,IDN,2005,3,Asia,Asia_Indonesia
1406,Indonesia,IDN,2006,2.9,Asia,Asia_Indonesia
1407,Indonesia,IDN,2007,2.9,Asia,Asia_Indonesia
1408,Indonesia,IDN,2008,2.8,Asia,Asia_Indonesia
1409,Indonesia,IDN,2009,2.7,Asia,Asia_Indonesia
1410,Indonesia,IDN,2010,2.6,Asia,Asia_Indonesia
1411,Indonesia,IDN,2011,2.6,Asia,Asia_Indonesia
1412,Indonesia,IDN,2012,2.5,Asia,Asia_Indonesia
1413,Indonesia,IDN,2013,2.5,Asia,Asia_Indonesia
1414,Indonesia,IDN,2014,2.4,Asia,Asia_Indonesia
1415,Indonesia,IDN,2015,2.4,Asia,Asia_Indonesia
1416,Indonesia,IDN,2016,2.4,Asia,Asia_Indonesia
1417,Indonesia,IDN,2017,2.4,Asia,Asia_Indonesia
1418,Indonesia,IDN,2018,2.4,Asia,Asia_Indonesia
1419,Indonesia,IDN,2019,2.4,Asia,Asia_Indonesia
1420,Iran,IRN,2000,8,Asia,Asia_Iran
1421,Iran,IRN,2001,7.8,Asia,Asia_Iran
1422,Iran,IRN,2002,7.5,Asia,Asia_Iran
1423,Iran,IRN,2003,7,Asia,Asia_Iran
1424,Iran,IRN,2004,6.7,Asia,Asia_Iran
1425,Iran,IRN,2005,6.3,Asia,Asia_Iran
1426,Iran,IRN,2006,6,Asia,Asia_Iran
1427,Iran,IRN,2007,6.4,Asia,Asia_Iran
1428,Iran,IRN,2008,6.2,Asia,Asia_Iran
1429,Iran,IRN,2009,6.2,Asia,Asia_Iran
1430,Iran,IRN,2010,6.3,Asia,Asia_Iran
1431,Iran,IRN,2011,6.8,Asia,Asia_Iran
1432,Iran,IRN,2012,6.7,Asia,Asia_Iran
1433,Iran,IRN,2013,6.6,Asia,Asia_Iran
1434,Iran,IRN,2014,6.5,Asia,Asia_Iran
1435,Iran,IRN,2015,6.3,Asia,Asia_Iran
1436,Iran,IRN,2016,6.2,Asia,Asia_Iran
1437,Iran,IRN,2017,6,Asia,Asia_Iran
1438,Iran,IRN,2018,5.7,Asia,Asia_Iran
1439,Iran,IRN,2019,5.2,Asia,Asia_Iran
1440,Iraq,IRQ,2000,3.8,Asia,Asia_Iraq
1441,Iraq,IRQ,2001,3.8,Asia,Asia_Iraq
1442,Iraq,IRQ,2002,3.8,Asia,Asia_Iraq
1443,Iraq,IRQ,2003,3.8,Asia,Asia_Iraq
1444,Iraq,IRQ,2004,3.8,Asia,Asia_Iraq
1445,Iraq,IRQ,2005,3.8,Asia,Asia_Iraq
1446,Iraq,IRQ,2006,3.8,Asia,Asia_Iraq
1447,Iraq,IRQ,2007,3.7,Asia,Asia_Iraq
1448,Iraq,IRQ,2008,3.6,Asia,Asia_Iraq
1449,Iraq,IRQ,2009,3.7,Asia,Asia_Iraq
1450,Iraq,IRQ,2010,3.9,Asia,Asia_Iraq
1451,Iraq,IRQ,2011,4.1,Asia,Asia_Iraq
1452,Iraq,IRQ,2012,4.1,Asia,Asia_Iraq
1453,Iraq,IRQ,2013,4.2,Asia,Asia_Iraq
1454,Iraq,IRQ,2014,4.1,Asia,Asia_Iraq
1455,Iraq,IRQ,2015,4.1,Asia,Asia_Iraq
1456,Iraq,IRQ,2016,4,Asia,Asia_Iraq
1457,Iraq,IRQ,2017,3.9,Asia,Asia_Iraq
1458,Iraq,IRQ,2018,3.7,Asia,Asia_Iraq
1459,Iraq,IRQ,2019,3.6,Asia,Asia_Iraq
1480,Israel,ISR,2000,6.8,Asia,Asia_Israel
1481,Israel,ISR,2001,6.4,Asia,Asia_Israel
1482,Israel,ISR,2002,5.9,Asia,Asia_Israel
1483,Israel,ISR,2003,6.4,Asia,Asia_Israel
1484,Israel,ISR,2004,6.1,Asia,Asia_Israel
1485,Israel,ISR,2005,6.7,Asia,Asia_Israel
1486,Israel,ISR,2006,5.5,Asia,Asia_Israel
1487,Israel,ISR,2007,5.2,Asia,Asia_Israel
1488,Israel,ISR,2008,5.3,Asia,Asia_Israel
1489,Israel,ISR,2009,6,Asia,Asia_Israel
1490,Israel,ISR,2010,6.7,Asia,Asia_Israel
1491,Israel,ISR,2011,5.7,Asia,Asia_Israel
1492,Israel,ISR,2012,6.1,Asia,Asia_Israel
1493,Israel,ISR,2013,5.2,Asia,Asia_Israel
1494,Israel,ISR,2014,5.1,Asia,Asia_Israel
1495,Israel,ISR,2015,4.5,Asia,Asia_Israel
1496,Israel,ISR,2016,5.2,Asia,Asia_Israel
1497,Israel,ISR,2017,5.1,Asia,Asia_Israel
1498,Israel,ISR,2018,5.4,Asia,Asia_Israel
1499,Israel,ISR,2019,5.3,Asia,Asia_Israel
1540,Japan,JPN,2000,23.9,Asia,Asia_Japan
1541,Japan,JPN,2001,23.2,Asia,Asia_Japan
1542,Japan,JPN,2002,23.8,Asia,Asia_Japan
1543,Japan,JPN,2003,25.6,Asia,Asia_Japan
1544,Japan,JPN,2004,24.1,Asia,Asia_Japan
1545,Japan,JPN,2005,24.3,Asia,Asia_Japan
1546,Japan,JPN,2006,23.9,Asia,Asia_Japan
1547,Japan,JPN,2007,25,Asia,Asia_Japan
1548,Japan,JPN,2008,24.4,Asia,Asia_Japan
1549,Japan,JPN,2009,24.9,Asia,Asia_Japan
1550,Japan,JPN,2010,24.1,Asia,Asia_Japan
1551,Japan,JPN,2011,23.4,Asia,Asia_Japan
1552,Japan,JPN,2012,21.6,Asia,Asia_Japan
1553,Japan,JPN,2013,21.4,Asia,Asia_Japan
1554,Japan,JPN,2014,20.1,Asia,Asia_Japan
1555,Japan,JPN,2015,19.1,Asia,Asia_Japan
1556,Japan,JPN,2016,17.5,Asia,Asia_Japan
1557,Japan,JPN,2017,17,Asia,Asia_Japan
1558,Japan,JPN,2018,16.7,Asia,Asia_Japan
1559,Japan,JPN,2019,15.3,Asia,Asia_Japan
1560,Jordan,JOR,2000,2.5,Asia,Asia_Jordan
1561,Jordan,JOR,2001,2.4,Asia,Asia_Jordan
1562,Jordan,JOR,2002,2.3,Asia,Asia_Jordan
1563,Jordan,JOR,2003,2.3,Asia,Asia_Jordan
1564,Jordan,JOR,2004,2.2,Asia,Asia_Jordan
1565,Jordan,JOR,2005,2,Asia,Asia_Jordan
1566,Jordan,JOR,2006,1.9,Asia,Asia_Jordan
1567,Jordan,JOR,2007,1.7,Asia,Asia_Jordan
1568,Jordan,JOR,2008,1.7,Asia,Asia_Jordan
1569,Jordan,JOR,2009,1.6,Asia,Asia_Jordan
1570,Jordan,JOR,2010,1.5,Asia,Asia_Jordan
1571,Jordan,JOR,2011,1.5,Asia,Asia_Jordan
1572,Jordan,JOR,2012,1.5,Asia,Asia_Jordan
1573,Jordan,JOR,2013,1.5,Asia,Asia_Jordan
1574,Jordan,JOR,2014,1.5,Asia,Asia_Jordan
1575,Jordan,JOR,2015,1.5,Asia,Asia_Jordan
1576,Jordan,JOR,2016,1.5,Asia,Asia_Jordan
1577,Jordan,JOR,2017,1.5,Asia,Asia_Jordan
1578,Jordan,JOR,2018,1.6,Asia,Asia_Jordan
1579,Jordan,JOR,2019,1.6,Asia,Asia_Jordan
1580,Kazakhstan,KAZ,2000,38.7,Asia,Asia_Kazakhstan
1581,Kazakhstan,KAZ,2001,39,Asia,Asia_Kazakhstan
1582,Kazakhstan,KAZ,2002,38.2,Asia,Asia_Kazakhstan
1583,Kazakhstan,KAZ,2003,39.2,Asia,Asia_Kazakhstan
1584,Kazakhstan,KAZ,2004,39.7,Asia,Asia_Kazakhstan
1585,Kazakhstan,KAZ,2005,39.2,Asia,Asia_Kazakhstan
1586,Kazakhstan,KAZ,2006,38,Asia,Asia_Kazakhstan
1587,Kazakhstan,KAZ,2007,38,Asia,Asia_Kazakhstan
1588,Kazakhstan,KAZ,2008,34.6,Asia,Asia_Kazakhstan
1589,Kazakhstan,KAZ,2009,30.3,Asia,Asia_Kazakhstan
1590,Kazakhstan,KAZ,2010,29.9,Asia,Asia_Kazakhstan
1591,Kazakhstan,KAZ,2011,28.7,Asia,Asia_Kazakhstan
1592,Kazakhstan,KAZ,2012,27.6,Asia,Asia_Kazakhstan
1593,Kazakhstan,KAZ,2013,26.3,Asia,Asia_Kazakhstan
1594,Kazakhstan,KAZ,2014,24.2,Asia,Asia_Kazakhstan
1595,Kazakhstan,KAZ,2015,23.2,Asia,Asia_Kazakhstan
1596,Kazakhstan,KAZ,2016,21.7,Asia,Asia_Kazakhstan
1597,Kazakhstan,KAZ,2017,20.8,Asia,Asia_Kazakhstan
1598,Kazakhstan,KAZ,2018,19,Asia,Asia_Kazakhstan
1599,Kazakhstan,KAZ,2019,17.6,Asia,Asia_Kazakhstan
1640,Kuwait,KWT,2000,3,Asia,Asia_Kuwait
1641,Kuwait,KWT,2001,2.6,Asia,Asia_Kuwait
1642,Kuwait,KWT,2002,2.8,Asia,Asia_Kuwait
1643,Kuwait,KWT,2003,2.6,Asia,Asia_Kuwait
1644,Kuwait,KWT,2004,2.7,Asia,Asia_Kuwait
1645,Kuwait,KWT,2005,2.6,Asia,Asia_Kuwait
1646,Kuwait,KWT,2006,2.7,Asia,Asia_Kuwait
1647,Kuwait,KWT,2007,2.6,Asia,Asia_Kuwait
1648,Kuwait,KWT,2008,2.9,Asia,Asia_Kuwait
1649,Kuwait,KWT,2009,2.7,Asia,Asia_Kuwait
1650,Kuwait,KWT,2010,2.5,Asia,Asia_Kuwait
1651,Kuwait,KWT,2011,2.3,Asia,Asia_Kuwait
1652,Kuwait,KWT,2012,2.4,Asia,Asia_Kuwait
